Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
4-soldout-product,4. Soldout product,"<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.</p>
<p>In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
[short_description]
<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga.</p>
[/short_description] [product_description]
<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.</p>
<p>In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
[/product_description]",Vendor 4,Type 4,,TRUE,Title,Default Title,,,,,'501,0,shopify,0,deny,manual,19,29,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/11_bd15bae0-27a6-4649-b220-2ec0ac8bb522.jpg?v=1619509275,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,active
4-soldout-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/12_f87051c2-0726-4a74-a98b-5b462b19dc78.jpg?v=1619509275,2,,,,,,,,,,,,,,,,,,,,,,
4-soldout-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/13_bfe9f373-3a03-4b18-98bf-1d021a456302.jpg?v=1619509275,3,,,,,,,,,,,,,,,,,,,,,,
4-soldout-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/14.jpg?v=1619509275,4,,,,,,,,,,,,,,,,,,,,,,
4-soldout-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/15.jpg?v=1619509275,5,,,,,,,,,,,,,,,,,,,,,,
5-simple-product,5. Simple product,"<p>On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
<p>Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.</p>
[short_description]
<p>On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will</p>
[/short_description] [product_description]
<p>On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
<p>Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.</p>
[/product_description]",Vendor 5,Type 5,,TRUE,Title,Default Title,,,,,'101,0,shopify,10,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/14_678e74d4-a164-4120-b8c0-b235b23ee369.jpg?v=1619509313,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,active
6-variable-with-soldout-product,6. Variable with soldout product,"<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[short_description]
<p>Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",Vendor 6,Type 6,"blue, green, l, m, red, s",TRUE,Size,s,Color,red,,,'201,0,shopify,0,deny,manual,55,75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/13_b93486d5-7523-4ab8-8bad-4dd993b69feb.jpg?v=1619509349,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/13_b93486d5-7523-4ab8-8bad-4dd993b69feb.jpg?v=1619509349,kg,,,active
6-variable-with-soldout-product,,,,,,,,s,,green,,,'202,0,shopify,5,deny,manual,55,75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/14_b2ff0104-790c-41bd-971e-f464c8b18af5.jpg?v=1619509350,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/14_b2ff0104-790c-41bd-971e-f464c8b18af5.jpg?v=1619509350,kg,,,
6-variable-with-soldout-product,,,,,,,,s,,blue,,,'203,0,shopify,0,deny,manual,55,75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/15_1aff8e6a-3470-4e7a-a1f6-5aedafde06a4.jpg?v=1619509350,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/15_1aff8e6a-3470-4e7a-a1f6-5aedafde06a4.jpg?v=1619509350,kg,,,
6-variable-with-soldout-product,,,,,,,,m,,red,,,'204,0,shopify,6,deny,manual,55,75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/16.jpg?v=1619509350,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/16.jpg?v=1619509350,kg,,,
6-variable-with-soldout-product,,,,,,,,m,,green,,,'205,0,shopify,0,deny,manual,55,75,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1_f574f947-ec5e-40d1-83de-9e176b26350c.jpg?v=1619509350,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1_f574f947-ec5e-40d1-83de-9e176b26350c.jpg?v=1619509350,kg,,,
6-variable-with-soldout-product,,,,,,,,m,,blue,,,'206,0,shopify,10,deny,manual,55,75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/13_b93486d5-7523-4ab8-8bad-4dd993b69feb.jpg?v=1619509349,kg,,,
6-variable-with-soldout-product,,,,,,,,l,,red,,,'207,0,shopify,0,deny,manual,55,75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/14_b2ff0104-790c-41bd-971e-f464c8b18af5.jpg?v=1619509350,kg,,,
6-variable-with-soldout-product,,,,,,,,l,,green,,,'208,0,shopify,0,deny,manual,55,75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/15_1aff8e6a-3470-4e7a-a1f6-5aedafde06a4.jpg?v=1619509350,kg,,,
6-variable-with-soldout-product,,,,,,,,l,,blue,,,'209,0,shopify,1,deny,manual,55,75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/16.jpg?v=1619509350,kg,,,
7-sample-affiliate-product,7. Sample affiliate product,"<p>I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful. Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure</p>
<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.</p>
[short_description]
<p>I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness.</p>
[/short_description] [product_description]
<p>I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful. Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure</p>
<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.</p>
[/product_description] [affiliate_link]https://affiliate-program.amazon.com/[/affiliate_link]",Vendor 7,Type 7,,TRUE,Title,Default Title,,,,,,0,,1,deny,manual,29,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/15_dd71dea2-4d10-4449-b637-51b9ff955b19.jpg?v=1619509491,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,active
7-sample-affiliate-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/16_2057e6bb-915a-4caa-acba-47173b9230ea.jpg?v=1619509491,2,,,,,,,,,,,,,,,,,,,,,,
7-sample-affiliate-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1_ac24e6f5-2986-4993-b680-1f18e28286c0.jpg?v=1619509491,3,,,,,,,,,,,,,,,,,,,,,,
7-sample-affiliate-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2_82fbd304-ac61-42e4-ab5b-837f02d0b71c.jpg?v=1619509491,4,,,,,,,,,,,,,,,,,,,,,,
7-sample-affiliate-product,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_0b06d435-4950-494b-be6d-588a15de924c.jpg?v=1619509491,5,,,,,,,,,,,,,,,,,,,,,,
8-countdown-product,8. Countdown product,"<p>Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio.</p>
<p>consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
[short_description]
<p>Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.</p>
[/short_description] [product_description]
<p>Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio.</p>
<p>consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
[/product_description] [countdown]2020/05/24[/countdown]",Vendor 8,Type 8,"blue, gold, gray, green, red, white, yellow",TRUE,Color,red,,,,,'3010,0,shopify,15,deny,manual,39,60,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2_9606323f-95cc-4131-ac5f-0b16b66ddf1f.jpg?v=1619509528,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2_9606323f-95cc-4131-ac5f-0b16b66ddf1f.jpg?v=1619509528,kg,,,active
8-countdown-product,,,,,,,,green,,,,,'3011,0,shopify,0,deny,manual,39,60,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_018b9fe5-d1da-4498-a8d9-9400c7d6a707.jpg?v=1619509528,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_018b9fe5-d1da-4498-a8d9-9400c7d6a707.jpg?v=1619509528,kg,,,
8-countdown-product,,,,,,,,blue,,,,,'3012,0,shopify,5,deny,manual,39,60,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_38a5b347-bbbc-4d7f-abfb-367baa35d6d0.jpg?v=1619509529,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_38a5b347-bbbc-4d7f-abfb-367baa35d6d0.jpg?v=1619509529,kg,,,
8-countdown-product,,,,,,,,yellow,,,,,'3013,0,shopify,10,deny,manual,39,60,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_417a6656-32e1-4406-a4ae-7e39c637b88c.jpg?v=1619509529,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_417a6656-32e1-4406-a4ae-7e39c637b88c.jpg?v=1619509529,kg,,,
8-countdown-product,,,,,,,,white,,,,,'3014,0,shopify,9,deny,manual,39,60,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_5bbc1470-ae93-4afd-8e80-ebf32eb68c9a.jpg?v=1619509529,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_5bbc1470-ae93-4afd-8e80-ebf32eb68c9a.jpg?v=1619509529,kg,,,
8-countdown-product,,,,,,,,gold,,,,,'3015,0,shopify,0,deny,manual,39,60,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2_9606323f-95cc-4131-ac5f-0b16b66ddf1f.jpg?v=1619509528,kg,,,
8-countdown-product,,,,,,,,gray,,,,,'3016,0,shopify,0,deny,manual,39,60,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_018b9fe5-d1da-4498-a8d9-9400c7d6a707.jpg?v=1619509528,kg,,,
9-without-shortcode-product,9. Without shortcode product,"<p>we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
<p>I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful.</p>",Vendor 9,Type 9,"l, m, s, xl, xxl",TRUE,Size,s,,,,,'1411,0,shopify,6,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_400ba04c-fcf4-4dc5-9533-565a7ed132f0.jpg?v=1619509587,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_400ba04c-fcf4-4dc5-9533-565a7ed132f0.jpg?v=1619509587,kg,,,active
9-without-shortcode-product,,,,,,,,m,,,,,'1412,0,shopify,7,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_293b58fc-4ddf-4d3d-8e3c-a679c9857fac.jpg?v=1619509587,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_293b58fc-4ddf-4d3d-8e3c-a679c9857fac.jpg?v=1619509587,kg,,,
9-without-shortcode-product,,,,,,,,l,,,,,'1413,0,shopify,0,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_debdef7a-e4f3-45b6-9db0-c4eb2f47854f.jpg?v=1619509587,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_debdef7a-e4f3-45b6-9db0-c4eb2f47854f.jpg?v=1619509587,kg,,,
9-without-shortcode-product,,,,,,,,xl,,,,,'1414,0,shopify,5,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_ba8f0da2-9835-4e0a-a8e2-da257ad3a4cb.jpg?v=1619509587,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_ba8f0da2-9835-4e0a-a8e2-da257ad3a4cb.jpg?v=1619509587,kg,,,
9-without-shortcode-product,,,,,,,,xxl,,,,,'1415,0,shopify,10,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_163a38ea-7b66-4c29-8ef2-edc09a0dc79b.jpg?v=1619509587,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_163a38ea-7b66-4c29-8ef2-edc09a0dc79b.jpg?v=1619509587,kg,,,
demo-product-title,Demo product title,"<p>A long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like.</p>
<p>Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>",Vendor 10,Type 10,"gold, gray, magenta, maroon, white",TRUE,Color,white,,,,,'1510,0,,1,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_f053b05f-3f78-4c89-8331-536f63bb39d0.jpg?v=1619509682,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_f053b05f-3f78-4c89-8331-536f63bb39d0.jpg?v=1619509682,kg,,,active
demo-product-title,,,,,,,,gold,,,,,'1511,0,,0,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_7a37f554-6853-4535-80c2-bed7892425d0.jpg?v=1619509682,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_7a37f554-6853-4535-80c2-bed7892425d0.jpg?v=1619509682,kg,,,
demo-product-title,,,,,,,,gray,,,,,'1512,0,,0,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_521c4481-5eb2-4deb-a1ac-1cd19fb865f4.jpg?v=1619509682,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_521c4481-5eb2-4deb-a1ac-1cd19fb865f4.jpg?v=1619509682,kg,,,
